Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP
Nissan,300ZX,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3185
Mazda,323,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,323,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,323,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mazda,323,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Mercedes-Benz,350-Class,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2144
Mercedes-Benz,350-Class,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2098
Mercedes-Benz,350-Class,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2178
Mercedes-Benz,350-Class,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2311
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,36550
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41250
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,30600
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,37100
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27900
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,32700
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,40250
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,35550
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,36100
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,33200
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,37900
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29600
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,38070
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,38900
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,33840
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,38630
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,39630
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,37740
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41980
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,36280
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,36740
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,40980
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,38680
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,28510
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30210
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31210
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33340
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,37280
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,41570
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,36870
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,42570
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,37870
Nissan,350Z,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,39220
Nissan,350Z,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,40220
Ferrari,360,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,160829
Ferrari,360,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,140615
Ferrari,360,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,150694
Ferrari,360,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,170829
Ferrari,360,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,165986
Ferrari,360,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,154090
Ferrari,360,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,143860
Ferrari,360,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,176287
Ferrari,360,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,157767
Ferrari,360,premium unleaded (required),425.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,187124
Ferrari,360,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,147332
Ferrari,360,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,169900
Ferrari,360,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,180408
Nissan,370Z,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,46790
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,48100
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29990
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41820
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31290
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34870
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33570
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,46570
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37970
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37070
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49400
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45270
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39270
Nissan,370Z,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,45490
Nissan,370Z,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,41990
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,38370
Nissan,370Z,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,43290
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41820
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,48100
Nissan,370Z,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,43290
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39270
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34870
Nissan,370Z,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,41990
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,38370
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45270
Nissan,370Z,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,45490
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29990
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,46570
Nissan,370Z,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,46790
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49400
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37070
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31290
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37970
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33570
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37970
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,38370
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34870
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29990
Nissan,370Z,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,45490
Nissan,370Z,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,41990
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45270
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33570
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,48100
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39270
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,46570
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49400
Nissan,370Z,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37070
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41820
Nissan,370Z,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,46790
Nissan,370Z,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,43290
Nissan,370Z,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31290
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25045
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26095
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,23795
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,19595
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,18445
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,23845
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,25395
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,24895
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,25545
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24295
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,19495
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20095
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19995
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21145
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23245
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,16945
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24345
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,20645
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18945
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,26595
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22745
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,17995
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22545
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,21095
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,25495
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20745
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24295
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,23595
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21795
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,17845
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,26495
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,24745
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,18895
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19595
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23245
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18545
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,25795
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,20045
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,25445
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,24795
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21495
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,17845
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,23145
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24195
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20145
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24945
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23895
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19095
Mazda,3,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,23445
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18895
Mazda,3,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,22245
Mazda,3,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,22395
Mazda,3,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,20445
BMW,4 Series Gran Coupe,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,42300
BMW,4 Series Gran Coupe,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,40300
BMW,4 Series Gran Coupe,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,45800
BMW,4 Series Gran Coupe,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,47800
BMW,4 Series Gran Coupe,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43650
BMW,4 Series Gran Coupe,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,49950
BMW,4 Series Gran Coupe,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,47950
BMW,4 Series Gran Coupe,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,41650
BMW,4 Series Gran Coupe,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,48300
BMW,4 Series Gran Coupe,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,50300
BMW,4 Series Gran Coupe,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43950
BMW,4 Series Gran Coupe,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,41950
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,56900
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,46250
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,50750
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,42750
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,48750
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,48250
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,40750
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,54900
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,52000
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,50000
BMW,4 Series,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,41850
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,50150
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,41850
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,58950
BMW,4 Series,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,43850
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,48150
BMW,4 Series,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,56950
BMW,4 Series,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,50300
BMW,4 Series,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,52300
BMW,4 Series,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,50500
BMW,4 Series,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,44150
BMW,4 Series,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,42150
BMW,4 Series,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,59300
BMW,4 Series,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,57300
BMW,4 Series,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,48500
Mercedes-Benz,400-Class,regular unleaded,268.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,2168
Mercedes-Benz,400-Class,regular unleaded,282.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2497
Mercedes-Benz,400-Class,regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,2278
Mercedes-Benz,400-Class,regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2650
Mercedes-Benz,420-Class,regular unleaded,201.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Mercedes-Benz,420-Class,regular unleaded,201.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2186
Ferrari,456M,premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,223970
Ferrari,456M,premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,219775
Ferrari,456M,premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,228625
Ferrari,456M,premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,224585
Ferrari,456M,premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,228625
Ferrari,456M,premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,224585
Ferrari,458 Italia,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,257412
Ferrari,458 Italia,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,233509
Ferrari,458 Italia,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,233509
Ferrari,458 Italia,premium unleaded (required),597.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,288000
Ferrari,458 Italia,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,257412
Ferrari,458 Italia,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,239340
Ferrari,458 Italia,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,263553
Ferrari,458 Italia,premium unleaded (required),597.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,291744
Alfa Romeo,4C,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,63900
Alfa Romeo,4C,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,68400
Alfa Romeo,4C,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,53900
Alfa Romeo,4C,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,55900
Alfa Romeo,4C,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,65900
Toyota,4Runner,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,41365
Toyota,4Runner,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,35740
